,Runtime,IMDB_Rating,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
993,111,7.6,Blowup - A fashion photographer unknowingly captures a death on film after following two lovers in a park.,336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
202,137,8.1,"Logan - In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",208,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,197,8.0,"Doctor Zhivago - The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
894,133,7.6,"Creed - The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
845,126,7.7,Le locataire - A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,202,9.0,"The Godfather: Part II - The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",137,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,133,8.1,In the Name of the Father - A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,228,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,138,8.0,8½ - A harried movie director retreats into his memories and fantasies.,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,136,7.6,"Guardians of the Galaxy Vol. 2 - The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",205,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,118,7.8,What's Eating Gilbert Grape - A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,86,7.8,"Once - A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",235,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
261,102,8.1,"Chung Hing sam lam - Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",269,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,127,8.1,"Crna macka, beli macor - Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.",123,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
397,180,8.0,"Bound by Honor - Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",480,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,122,8.0,A Streetcar Named Desire - Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,153,8.3,"Inglourious Basterds - In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",391,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
584,168,7.8,"The Hateful Eight - In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",391,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226,130,8.1,"Harry Potter and the Deathly Hallows: Part 2 - Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",107,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444,117,8.0,Les diaboliques - The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,180,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,169,8.6,"Saving Private Ryan - Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
817,188,7.7,Short Cuts - The day-to-day lives of several suburban Los Angeles residents.,415,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,80,8.0,Vivre sa vie: Film en douze tableaux - Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,104,7.9,"Harvey - Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",181,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
773,134,7.7,"Brokeback Mountain - The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,139,8.1,"Mommy - A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,119,7.7,"Deadpool 2 - Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",102,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,146,8.7,"Goodfellas - The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",313,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,98,8.1,La haine - 24 hours in the lives of three young men in the French suburbs the day after a violent riot.,317,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,102,7.7,Lost in Translation - A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,457,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,136,8.7,"The Matrix - When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,113,8.0,"Wonder - Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",464,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
229,92,8.1,"Mary and Max - A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,124,7.8,Cabaret - A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,53,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
476,116,7.9,Arrival - A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecrafts appear around the world.,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
858,120,7.7,"A Man for All Seasons - The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",145,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
976,83,7.6,The Little Mermaid - A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,432,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
508,112,7.9,Hable con ella - Two men share an odd friendship while they care for two women who are both in deep comas.,378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
904,110,7.6,True Grit - A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
537,114,7.9,"La montaña sagrada - In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",15,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
943,113,7.6,"28 Days Later... - Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
611,152,7.8,Män som hatar kvinnor - A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,356,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
932,103,7.6,"Saw - Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
99,126,8.3,"Good Will Hunting - Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459,110,8.0,"La règle du jeu - A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",215,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,115,7.6,"Breakfast at Tiffany's - A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
807,126,7.7,"The Fifth Element - In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",294,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
936,133,7.6,"Un long dimanche de fiançailles - Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
811,129,7.7,"Primal Fear - An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",170,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
776,99,7.7,"Kung fu - In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",465,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
640,80,7.8,"Les triplettes de Belleville - When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",475,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,118,7.9,"Captain Fantastic - In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",319,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,105,8.1,"It Happened One Night - A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
812,242,7.7,"Hamlet - Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,109,8.1,The Thing - A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
57,161,8.4,Dangal - Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,359,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,105,7.7,"The African Queen - In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",241,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
851,109,7.7,"Deliverance - Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",233,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,107,8.3,Double Indemnity - An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,49,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
594,134,7.8,"English Vinglish - A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",152,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,140,8.2,"Warrior - The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",153,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
846,85,7.7,"Love and Death - In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
802,122,7.7,Training Day - A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,37,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
826,116,7.7,Barton Fink - A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,231,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,119,8.2,"Hauru no ugoku shiro - When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",179,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,105,7.9,"Edward Scissorhands - An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",495,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
317,110,8.1,"La passion de Jeanne d'Arc - In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",69,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,127,8.2,"Indiana Jones and the Last Crusade - In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",470,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,113,7.8,Remember the Titans - The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,51,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,113,8.0,"Donnie Darko - After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
274,188,8.1,"Fanny och Alexander - Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,154,8.9,"Pulp Fiction - The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",391,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,96,9.0,12 Angry Men - A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,456,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,106,8.0,"Young Frankenstein - An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,149,8.1,"Gone Girl - With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
999,86,7.6,"The 39 Steps - A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,175,9.2,The Godfather - An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.,137,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,117,7.9,"The Fall - In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",478,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
567,64,7.9,"Freaks - A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",497,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
939,129,7.6,"Boksuneun naui geot - A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",73,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,170,8.4,"3 Idiots - Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",394,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,152,8.0,"All Quiet on the Western Front - A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311,99,8.1,"The Shop Around the Corner - Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",126,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
732,105,7.7,"Me and Earl and the Dying Girl - High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,89,8.3,"Bacheha-Ye aseman - After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
962,136,7.6,"Sense and Sensibility - Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
788,132,7.7,I Am Sam - A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,82,7.7,"The Purple Rose of Cairo - In New Jersey in 1935, a movie character walks off the screen and into the real world.",532,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
338,114,8.0,"The Imitation Game - During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.",343,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
741,108,7.7,"Le Petit Prince - A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",307,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,86,8.0,The Iron Giant - A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,99,8.3,"Reservoir Dogs - When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",391,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,136,8.1,"Pink - When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,154,8.0,Gully Boy - A coming-of-age story based on the lives of street rappers in Mumbai.,545,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
830,107,7.7,"Withnail & I - In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",63,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,167,8.2,"Baahubali 2: The Conclusion - When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,126,8.0,"Her - In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
492,113,7.9,"4 luni, 3 saptamâni si 2 zile - A woman assists her friend in arranging an illegal abortion in 1980s Romania.",86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,99,8.2,"To Be or Not to Be - During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
142,135,8.2,"Paan Singh Tomar - The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",494,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,107,8.0,"The Terminator - A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
298,128,8.1,"Inherit the Wind - Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution.",462,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
654,106,7.8,Gattaca - A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
301,139,8.1,"Kakushi-toride no san-akunin - Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,101,7.9,"Dil Bechara - The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group.",345,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
551,90,7.9,Hiroshima mon amour - A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,143,8.2,"Chhichhore - A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",359,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,156,8.2,"Hera Pheri - Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",390,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,115,8.0,"Tropa de Elite - In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",263,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,101,7.7,"Wreck-It Ralph - A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",401,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,100,7.8,"Key Largo - A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",241,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,126,7.8,"Kaze tachinu - A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",179,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,142,8.3,"Idi i smotri - After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
865,128,7.7,The Magnificent Seven - Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,103,7.8,"Majo no takkyûbin - A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",179,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,124,7.6,"Synecdoche, New York - A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,121,8.1,"Hotel Rwanda - Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",486,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
614,116,7.8,"The Fighter - Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,104,8.3,Tumbbad - A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,392,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
365,112,8.0,Le scaphandre et le papillon - The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,266,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,100,7.7,Belle de jour - A frigid young housewife decides to spend her midweek afternoons as a prostitute.,296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
650,108,7.8,"October Sky - The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",229,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
942,113,7.6,"The Butterfly Effect - Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
625,139,7.8,"Apocalypto - As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",325,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
