,Released_Year,Runtime,IMDB_Rating,No_of_Votes,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
43,1994,88,8.5,942045,"The Lion King - Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",428,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2020,153,8.6,54995,"Soorarai Pottru - Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2020,100,8.1,159171,"Soul - After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",380,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,2017,111,7.6,95181,"The Florida Project - Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2014,196,8.1,46547,Kis Uykusu - A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,1971,104,7.7,110075,The French Connection - A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,525,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2019,132,8.3,33935,Miracle in cell NO.7 - A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1962,95,8.1,29682,El ángel exterminador - The guests at an upper-class dinner party find themselves unable to leave.,296,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,2006,118,8.2,618623,"Pan's Labyrinth - In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",172,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
795,2001,116,7.7,516372,Ocean's Eleven - Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,1950,110,8.4,201632,Sunset Blvd. - A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,49,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,2013,160,8.3,30722,Drishyam - A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,222,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
820,1992,202,7.7,85819,"Malcolm X - Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",459,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,2010,134,8.2,42341,"Udaan - Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,1973,143,7.8,37445,"The Day of the Jackal - A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",145,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256,1995,170,8.1,55220,"Underground - A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.",123,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
665,1993,76,7.8,43690,Batman: Mask of the Phantasm - Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,276,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2014,121,8.0,1043455,Guardians of the Galaxy - A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,205,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,2006,101,7.7,115576,"This Is England - A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",451,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,2003,89,7.6,67370,"The Station Agent - When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",502,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,2007,104,7.6,41544,The Visitor - A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2000,155,8.5,1341460,Gladiator - A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,411,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,1999,101,7.8,89058,"Todo sobre mi madre - Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,2010,94,7.6,80939,"Kari-gurashi no Arietti - The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",185,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2019,119,8.3,425844,"1917 - April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
230,2010,98,8.1,666773,"How to Train Your Dragon - A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",109,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,1967,110,7.9,67804,In the Heat of the Night - A black police detective is asked to investigate a murder in a racially hostile southern town.,361,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
721,2017,104,7.7,25198,"God's Own Country - Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
968,1993,113,7.6,171640,Falling Down - An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,232,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,2014,119,7.7,580291,"Birdman or (The Unexpected Virtue of Ignorance) - A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1939,238,8.1,290074,Gone with the Wind - A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,514,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
392,1996,136,8.0,37564,"Secrets & Lies - Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",339,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,2011,100,7.6,315426,"50/50 - Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",254,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451,1947,97,8.0,32784,"Out of the Past - A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",199,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
619,2007,122,7.8,30827,Auf der anderen Seite - A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,1952,85,7.9,97222,"High Noon - A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
483,2012,127,7.9,93090,"Amour - Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,1985,162,8.2,112505,"Ran - In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
197,2016,130,8.1,47708,"Koe no katachi - A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",347,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
701,1967,108,7.8,39642,Guess Who's Coming to Dinner - A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,462,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,1995,97,7.7,32236,A Little Princess - A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,20,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
449,1949,106,8.0,34485,Kind Hearts and Coronets - A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,419,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,2006,143,8.0,499439,"Blood Diamond - A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,2014,160,8.1,50445,"Haider - A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",518,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2012,321,8.2,82365,"Gangs of Wasseypur - A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",40,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,1973,130,7.7,109941,Serpico - An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,456,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1940,130,8.1,123942,Rebecca - A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
48,1968,165,8.5,302844,Once Upon a Time in the West - A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,2006,144,8.0,582239,"Casino Royale - After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",310,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
864,1960,101,7.7,31354,"Peeping Tom - A young man murders women, using a movie camera to film their dying expressions of terror.",332,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
96,2000,104,8.3,782001,"Snatch - Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",175,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,1961,100,7.8,27007,The Innocents - A young governess for two children becomes convinced that the house and grounds are haunted.,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
241,2003,111,8.1,1000639,"Kill Bill: Vol. 1 - After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",391,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1991,118,8.6,1270197,"The Silence of the Lambs - A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",253,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,2007,122,8.1,856916,No Country for Old Men - Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,127,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
442,1955,92,8.0,81980,"The Night of the Hunter - A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",75,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
884,2019,97,7.6,66346,The Peanut Butter Falcon - Zak runs away from his care home to make his dream of becoming a wrestler come true.,512,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,1980,88,7.7,214882,Airplane! - A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2018,149,8.4,834477,Avengers: Infinity War - The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1966,161,8.8,688390,"Il buono, il brutto, il cattivo - A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.",449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
829,1988,107,7.7,33982,"Spoorloos - Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
971,1991,118,7.6,27071,Omohide poro poro - A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,192,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,2014,169,8.6,1512360,Interstellar - A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,83,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
668,1991,98,7.8,42376,"La double vie de Véronique - Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",283,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
637,2004,123,7.8,520284,"The Notebook - A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,1980,129,8.2,321860,"Raging Bull - The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,2002,150,8.5,729603,The Pianist - A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,431,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
756,2008,101,7.7,125317,"Gake no ue no Ponyo - A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",179,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2018,101,7.9,139114,"Isle of Dogs - Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",524,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1982,95,8.1,76081,Pink Floyd: The Wall - A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,12,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
349,2009,119,8.0,45803,Darbareye Elly - The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
734,2013,180,7.7,138741,"La vie d'Adèle - Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,2000,113,8.4,1125712,Memento - A man with short-term memory loss attempts to track down his wife's murderer.,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
759,2008,141,7.7,239203,Changeling - Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,84,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2001,92,8.1,815505,"Monsters, Inc. - In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",380,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,1999,81,7.7,192112,"South Park: Bigger, Longer & Uncut - When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",510,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,2015,144,8.0,760094,"The Martian - An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",411,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
985,1979,112,7.6,121731,"Escape from Alcatraz - Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",115,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1997,81,8.0,58192,"Pâfekuto burû - A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",443,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
958,1997,108,7.6,65058,"Funny Games - Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,1957,110,8.1,42940,Le notti di Cabiria - A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,1990,115,7.7,125822,"Miller's Crossing - Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
782,2004,146,7.7,329592,"Man on Fire - In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",508,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,2002,105,7.7,40403,In America - A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2018,156,8.2,36680,"K.G.F: Chapter 1 - In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people.",389,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,2016,147,7.8,663649,Captain America: Civil War - Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
506,2004,142,7.9,552493,"Harry Potter and the Prisoner of Azkaban - Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",20,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
346,2010,118,8.0,639603,"The King's Speech - The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",501,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186,1955,118,8.2,28810,"Du rififi chez les hommes - Four men plan a technically perfect crime, but the human element intervenes...",265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
355,2010,108,8.0,699673,"Black Swan - A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
755,2010,146,7.7,479120,"Harry Potter and the Deathly Hallows: Part 1 - As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",107,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
438,1958,95,8.0,98431,"Touch of Evil - A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",368,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
679,1986,103,7.8,321382,"Ferris Bueller's Day Off - A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,2017,107,7.7,205444,Wind River - A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,481,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
622,2007,157,7.8,392449,"American Gangster - An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",411,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2013,146,8.2,60701,Queen - A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,515,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,1986,107,7.9,67176,"Hannah and Her Sisters - Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",532,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2019,113,8.0,37556,"Togo - The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race.",125,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2009,100,7.7,717559,"The Hangover - Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,2011,158,7.8,423010,"The Girl with the Dragon Tattoo - Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
453,1944,88,8.0,42725,Laura - A police detective falls in love with the woman whose murder he is investigating.,369,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
867,1956,80,7.7,44839,Invasion of the Body Snatchers - A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,115,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
415,1975,124,8.0,543388,"Jaws - When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
837,1983,79,7.7,39881,"Zelig - ""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2020,117,7.8,33931,"Druk - Four friends, all high school teachers, test a theory that they will improve their lives by maintaining a constant level of alcohol in their blood.",493,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2014,122,8.1,177059,Relatos salvajes - Six short stories that explore the extremities of human behavior involving people in distress.,91,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
931,2005,122,7.6,294140,Lord of War - An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,29,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,1985,132,7.9,187567,Brazil - A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
778,2004,101,7.7,358432,The Machinist - An industrial worker who hasn't slept in a year begins to doubt his own sanity.,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,2016,128,8.0,505918,"La La Land - While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
532,1980,133,7.9,183182,"The Blues Brothers - Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",242,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2007,111,8.0,641645,Ratatouille - A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,58,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1991,189,8.0,142110,JFK - New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,364,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
982,1981,96,7.6,166588,"Mad Max 2 - In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,1995,106,8.5,991208,"The Usual Suspects - A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
351,2008,106,8.0,211427,"Yip Man - During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",527,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,1998,100,7.6,187927,"Dark City - A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
199,2016,145,8.1,113649,"Ah-ga-ssi - A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
886,2015,97,7.6,35785,"Mustang - When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,1974,93,7.7,125993,"Blazing Saddles - In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
